idx,검색어,,,,
4829,Hydrolyzed Oat Protein,하이드롤라이즈드귀리단백질,Hydrolyzed Oat Protein,"모발컨디셔닝제, 피부컨디셔닝",
4830,,,,,
4831,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4832,,,,,
4833,PPG-3 Benzyl Ether Myristate,피피지-3벤질에터미리스테이트,PPG-3 Benzyl Ether Myristate,"가소제, 피부컨디셔닝제(유연제), 미끄럼조정제/활택제, 용제, 표면조정제",
4834,Laureth-9,라우레스-9,Laureth-9,계면활성제(유화제),
4835,Isobutane,아이소부탄,Isobutane,분사제,
4836,Propane,프로판,Propane,분사제,
4837,Oleth-20,올레스-20,Oleth-20,착향제 계면활성제(세정제) 계면활성제(유화제) 계면활성제(용해보조제),
4838,Linalool,리날룰,Linalool,착향제,
4839,Phenoxyethanol,페녹시에탄올,Phenoxyethanol,"착향제, 보존제",
4840,PPG-1 Trideceth-6,피피지-1트라이데세스-6,PPG-1 Trideceth-6,"피부컨디셔닝제(유연제), 계면활성제(유화제)",
4841,,,,,
4842,,,,,
4843,Retinyl Palmitate,레티닐팔미테이트,Retinyl Palmitate,피부컨디셔닝제(기타),
4844,Hydrolyzed Oat Protein,하이드롤라이즈드귀리단백질,Hydrolyzed Oat Protein,"모발컨디셔닝제, 피부컨디셔닝",
4845,Iodopropynyl Butylcarbamate,아이오도프로피닐부틸카바메이트,Iodopropynyl Butylcarbamate,보존제,
4846,,,,,
4847,,,,,
4848,,,,,
4849,,,,,
4850,,,,,
4851,PPG-1 Trideceth-6,피피지-1트라이데세스-6,PPG-1 Trideceth-6,"피부컨디셔닝제(유연제), 계면활성제(유화제)",
4852,Iodopropynyl Butylcarbamate,아이오도프로피닐부틸카바메이트,Iodopropynyl Butylcarbamate,보존제,
4853,,,,,
4854,,,,,
4855,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4856,,,,,
4857,Lavandula Hybrida Oil,라반딘오일,Lavandula Hybrida Oil,착향제,
4858,Prunus Amygdalus Dulcis Oil,스위트아몬드오일,Prunus Amygdalus Dulcis (Sweet Almond) Oil,"향료, 피부컨디셔닝제, 수분증발차단제",
4859,Lavandula Hybrida Oil,라반딘오일,Lavandula Hybrida Oil,착향제,
4860,,,,,
4861,PEG-40 Castor Oil,피이지-40캐스터오일,PEG-40 Castor Oil,"계면활성제-세정제, 계면활성제-용해보조제",
4862,,,,,
4863,Lavandula Hybrida Oil,라반딘오일,Lavandula Hybrida Oil,착향제,
4864,Morus Alba Root Extract,뽕나무뿌리추출물,Morus Alba Root Extract,"산화방지제, 수렴제, 피부유연화제, 보습제, 피부컨디셔닝제, 피부보호제",
4865,Phenyl Trimethicone,페닐트라이메티콘,Phenyl Trimethicone,"기포방지제, 모발컨디셔닝제, 수분증발차단제",
4866,,,,,
4867,Punica Granatum Fruit Extract,석류추출물,Punica Granatum Fruit Extract,피부컨디셔닝제(기타),
4868,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4869,,,,,
4870,,,,,
4871,Lanolin,라놀린,Lanolin,"유화안정제, 헤어컨디셔닝제, 피부보호제, 피부컨디셔닝제(유연제), 계면활성제(유화제)",
4872,,,,,
4873,,,,,
4874,,,,,
4875,Carnitine,카르니틴,Carnitine,"정전기방지제, 모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제, 계면활성제-거품형성제, 점증제-수용성",
4876,,,,,
4877,,,,,
4878,Magnesium sulfate,마그네슘설페이트,Magnesium Sulfate,벌킹제(증량제),
4879,,,,,
4880,Hydrolyzed Keratin,하이드롤라이즈드케라틴,Hydrolyzed Keratin,"모발컨디셔닝제, 손톱컨디셔닝제, 피부컨디셔닝제",
4881,,,,,
4882,,,,,
4883,,,,,
4884,,,,,
4885,,,,,
4886,,,,,
4887,Tryptophan,트립토판,Tryptophan,"향료, 모발컨디셔닝제",
4888,,,,,
4889,,,,,
4890,,,,,
4891,Niacinamide,나이아신아마이드,Niacinamide,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4892,,,,,
4893,,,,,
4894,Mentha Piperita Oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,"향료, 피부컨디셔닝제",
4895,,,,,
4896,Lavandula Angustifolia Oil,라벤더오일,Lavandula Angustifolia (Lavender) Oil,"착향제, 피부컨디셔닝제(기타)",
4897,Isostearamidopropyl Morpholine Lactate,아이소스테아라미도프로필모폴린락테이트,Isostearamidopropyl Morpholine Lactate,정전기방지제,
4898,,,,,
4899,Imidazolidinyl Urea,이미다졸리디닐우레아,Imidazolidinyl Urea,보존제,
4900,Hydrastis Canadensis Extract,골든실추출물,Hydrastis Canadensis (Goldenseal) Extract,피부컨디셔닝제(기타),
4901,Isoleucine,아이소류신,Isoleucine,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4902,Magnesium Aluminum Silicate,마그네슘알루미늄실리케이트,Magnesium Aluminum Silicate,"흡수제, 안티케이킹제, 미끄럼조정제/활택제, 점도증가제(수성)",
4903,Melia Azadirachta Extract,인도멀구슬나무추출물,Melia Azadirachta Extract,피부컨디셔닝제(기타),
4904,,,,,
4905,Jasminum Officinale Extract,커먼자스민추출물,Jasminum Officinale (Jasmine) Extract,피부컨디셔닝제(기타),
4906,Prunus Serotina Fruit Extract,블랙체리열매추출물,Prunus Serotina (Wild Cherry) Fruit Extract,착향제,
4907,Melaleuca Alternifolia Leaf Oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,"산화방지제, 향료",
4908,Lonicera Caprifolium Extract,허니서클추출물,Lonicera Caprifolium (Honeysuckle) Extract,피부컨디셔닝제,
4909,Hyacinthus Orientalis Extract,히아신스전초추출물,Hyacinthus Orientalis (Hyacinth) Extract,"수렴제, 피부컨디셔닝제(기타)",
4910,Polymethoxy Bicyclic Oxazolidine,폴리메톡시바이사이클릭옥사졸리딘,Polymethoxy Bicyclic Oxazolidine,살균보존제,
4911,,,,,
4912,Polymethoxy Bicyclic Oxazolidine,폴리메톡시바이사이클릭옥사졸리딘,Polymethoxy Bicyclic Oxazolidine,살균보존제,
4913,Lavandula Angustifolia Flower Extract,라벤더꽃추출물,Lavandula Angustifolia (Lavender) Flower Extract,착향제,
4914,Isostearamidopropyl Morpholine Lactate,아이소스테아라미도프로필모폴린락테이트,Isostearamidopropyl Morpholine Lactate,정전기방지제,
4915,Melaleuca Alternifolia Leaf Oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,"산화방지제, 향료",
4916,Lawsonia Inermis Extract,헨나추출물,Lawsonia Inermis (Henna) Extract,"산화방지제, 염모제, 헤어컨디셔닝제",
4917,Lavandula Angustifolia Flower Extract,라벤더꽃추출물,Lavandula Angustifolia (Lavender) Flower Extract,착향제,
4918,,,,,
4919,Polysorbate 80,폴리솔베이트80,Polysorbate 80,"변성제, 착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
4920,,,,,
4921,Lawsonia Inermis Extract,헨나추출물,Lawsonia Inermis (Henna) Extract,"산화방지제, 염모제, 헤어컨디셔닝제",
4922,Methylpropanediol,메틸프로판다이올,Methylpropanediol,용제,
4923,Phenyl Trimethicone,페닐트라이메티콘,Phenyl Trimethicone,"기포방지제, 모발컨디셔닝제, 수분증발차단제",
4924,PEG-80 Sorbitan Laurate,피이지-80솔비탄라우레이트,PEG-80 Sorbitan Laurate,"착향제, 계면활성제(세정제), 계면활성제(용해보조제)",
4925,PEG-60 Hydrogenated Castor Oil,피이지-60하이드로제네이티드캐스터오일,PEG-60 Hydrogenated Castor Oil,"향료, 계면활성제-세정제, 계면활성제-용해보조제",
4926,Lactoferrin,락토페린,Lactoferrin,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4927,Vitis Vinifera Seed Extract,포도씨추출물,Vitis Vinifera (Grape) Seed Extract,"산화방지제, 감미제, 변색방지제",
4928,PEG-80 Sorbitan Laurate,피이지-80솔비탄라우레이트,PEG-80 Sorbitan Laurate,"착향제, 계면활성제(세정제), 계면활성제(용해보조제)",
4929,,,,,
4930,,,,,
4931,Hydrolyzed Oat Protein,하이드롤라이즈드귀리단백질,Hydrolyzed Oat Protein,"모발컨디셔닝제, 피부컨디셔닝",
4932,Lavandula Angustifolia Extract,라벤더추출물,Lavandula Angustifolia (Lavender) Extract,피부컨디셔닝제(기타),
4933,,,,,
4934,Melaleuca Alternifolia Leaf Oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,"산화방지제, 향료",
4935,Linum Usitatissimum Seed Oil,아마씨오일,Linum Usitatissimum (Linseed) Seed Oil,"착향제, 피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제)",
4936,Jasminum Officinale Extract,커먼자스민추출물,Jasminum Officinale (Jasmine) Extract,피부컨디셔닝제(기타),
4937,PEG-150 Pentaerythrityl Tetrastearate,피이지-150펜타에리스리틸테트라스테아레이트,PEG-150 Pentaerythrityl Tetrastearate,계면활성제-유화제,
4938,Hydrogenated Castor Oil,하이드로제네이티드캐스터오일,Hydrogenated Castor Oil,피부컨디셔닝제(수분차단제). 점도증가제(비수성),
4939,Butylene Glycol,부틸렌글라이콜,Butylene Glycol,"향료, 피부컨디셔닝제, 용제, 점도감소제",
4940,DMDM Hydantoin,디엠디엠하이단토인,DMDM Hydantoin,살균보존제,
4941,Lactic Acid,락틱애씨드,Lactic Acid,"착향제, 보습제, 피부컨디셔닝제(보습제), 피부컨디셔닝제(기타), pH 조정제",
4942,,,,,
4943,Isostearamidopropyl Morpholine Lactate,아이소스테아라미도프로필모폴린락테이트,Isostearamidopropyl Morpholine Lactate,정전기방지제,
4944,,,,,
4945,Polyquaternium-7,폴리쿼터늄-7,Polyquaternium-7,"정전기방지제, 피막형성제, 모발고정제",
4946,Retinyl Palmitate,레티닐팔미테이트,Retinyl Palmitate,피부컨디셔닝제(기타),
4947,Hydrolyzed Wheat Protein,하이드롤라이즈드밀단백질,Hydrolyzed Wheat Protein,"피막형성제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4948,,,,,
4949,Lauryl Glucoside,라우릴글루코사이드,Lauryl Glucoside,계면활성제(세정제),
4950,,,,,
4951,Polyquaternium-10,폴리쿼터늄-10,Polyquaternium-10,"정전기방지제, 피막형성제, 모발고정제",
4952,,,,,
4953,,,,,
4954,Glutamic Acid,글루타믹애씨드,Glutamic Acid,"헤어컨디셔닝제, 피부컨디셔닝제(보습제), 피부컨디셔닝제(기타)",
4955,,,,,
4956,,,,,
4957,,,,,
4958,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
4959,,,,,
4960,Phosphoric Acid,포스포릭애씨드,Phosphoric Acid,"향료, pH 조절제",
4961,Propylene Glycol,프로필렌글라이콜,Propylene Glycol,"착향제, 보습제, 피부보습제, 피부컨디셔닝제, 용제, 점도감소제",
4962,,,,,
4963,Lysozyme,라이소자임,Lysozyme,피부컨디셔닝제(기타),
4964,Avena Sativa Kernel Meal,오트밀,Avena Sativa (Oat) Kernel Meal,"연마제, 흡수제, 벌킹제(증량제)",
4965,PEG-75 Lanolin,피이지-75라놀린,PEG-75 Lanolin,계면활성제-세정제,
4966,Polyquaternium-10,폴리쿼터늄-10,Polyquaternium-10,"정전기방지제, 피막형성제, 모발고정제",
4967,Polyquaternium-10,폴리쿼터늄-10,Polyquaternium-10,"정전기방지제, 피막형성제, 모발고정제",
4968,Polyquaternium-37,폴리쿼터늄-37,Polyquaternium-37,"정전기방지제, 피막형성제, 모발고정제",
4969,Manganese Sulfate,망가니즈설페이트,Manganese Sulfate,피부컨디셔닝제(기타),
4970,Carnitine HCl,카르니틴에이치씨엘,Carnitine HCl,"보습제, 피부컨디셔닝제",
4971,Isopropyl Myristate,아이소프로필미리스테이트,Isopropyl Myristate,"결합제, 착향제, 피부컨디셔닝제(유연제)",
4972,Mentha Piperita Oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,"향료, 피부컨디셔닝제",
4973,,,,,
4974,PEG-75 Lanolin,피이지-75라놀린,PEG-75 Lanolin,계면활성제-세정제,
4975,,,,,
4976,Hydrolyzed Oat Protein,하이드롤라이즈드귀리단백질,Hydrolyzed Oat Protein,"모발컨디셔닝제, 피부컨디셔닝",
4977,Polyquaternium-4,폴리쿼터늄-4,Polyquaternium-4,"정전기방지제, 피막형성제, 모발고정제",
4978,Polyquaternium-7,폴리쿼터늄-7,Polyquaternium-7,"정전기방지제, 피막형성제, 모발고정제",
4979,,,,,
4980,PEG-12 Dimethicone,피이지-12다이메티콘,PEG-12 Dimethicone,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4981,Hydrolyzed Keratin,하이드롤라이즈드케라틴,Hydrolyzed Keratin,"모발컨디셔닝제, 손톱컨디셔닝제, 피부컨디셔닝제",
4982,,,,,
4983,Polyquaternium-11,폴리쿼터늄-11,Polyquaternium-11,"정전기방지제, 피막형성제, 모발고정제",
4984,Guar Hydroxypropyltrimonium Chloride,구아하이드록시프로필트라이모늄클로라이드,Guar Hydroxypropyltrimonium Chloride,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제(기타), 점도증가제(수성)",
4985,PEG-12 Dimethicone,피이지-12다이메티콘,PEG-12 Dimethicone,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
4986,,,,,
4987,,,,,
4988,PEG-75 Lanolin,피이지-75라놀린,PEG-75 Lanolin,계면활성제-세정제,
4989,,,,,
4990,,,,,
4991,,,,,
4992,Melaleuca Alternifolia Leaf Oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,"산화방지제, 향료",
4993,Lavandula Hybrida Oil,라반딘오일,Lavandula Hybrida Oil,착향제,
4994,Hydroxypropyl Methylcellulose,하이드록시프로필메틸셀룰로오스,Hydroxypropyl Methylcellulose,"점착제, 결합제, 유화안정제, 피막형성제, 점도증가제(수성)",
4995,,,,,
4996,Protease,프로테아제,Protease,"용해제, 피부컨디셔닝제",
4997,,,,,
4998,Tryptophan,트립토판,Tryptophan,"향료, 모발컨디셔닝제",
4999,,,,,
5000,,,,,
5001,,,,,
5002,,,,,
5003,Oleyl Alcohol,올레일알코올,Oleyl Alcohol,"향료, 피부유연화제, 용제, 점증제-비수용성",
5004,,,,,
5005,Phellodendron Amurense Bark Extract,황벽나무껍질추출물,Phellodendron Amurense Bark Extract,피부컨디셔닝제(기타),
5006,,,,,
5007,,,,,
5008,,,,,
5009,,,,,
5010,Citrus Aurantium Dulcis Fruit Extract,오렌지추출물,Citrus Aurantium Dulcis (Orange) Fruit Extract,"향료, 피부컨디셔닝제",
5011,Polysorbate 20,폴리솔베이트20,Polysorbate 20,"착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
5012,Polysorbate 80,폴리솔베이트80,Polysorbate 80,"변성제, 착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
5013,Polyquaternium-7,폴리쿼터늄-7,Polyquaternium-7,"정전기방지제, 피막형성제, 모발고정제",
5014,Nonoxynol-9,노녹시놀-9,Nonoxynol-9,계면활성제(유화제),
5015,,,,,
5016,,,,,
5017,PEG-25 Hydrogenated Castor Oil,피이지-25하이드로제네이티드캐스터오일,PEG-25 Hydrogenated Castor Oil,"향료, 계면활성제-유화제",
5018,,,,,
5019,Laureth-10,라우레스-10,Laureth-10,계면활성제(유화제),
5020,PEG-25 Hydrogenated Castor Oil,피이지-25하이드로제네이티드캐스터오일,PEG-25 Hydrogenated Castor Oil,"향료, 계면활성제-유화제",
5021,Persea Gratissima Fruit Extract,아보카도열매추출물,Persea Gratissima (Avocado) Fruit Extract,피부컨디셔닝제(기타),
5022,Lavandula Angustifolia Extract,라벤더추출물,Lavandula Angustifolia (Lavender) Extract,피부컨디셔닝제(기타),
5023,,,,,
5024,Polysorbate 20,폴리솔베이트20,Polysorbate 20,"착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
5025,Hydrolyzed Wheat Protein,하이드롤라이즈드밀단백질,Hydrolyzed Wheat Protein,"피막형성제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",
5026,,,,,
5027,Aesculus Hippocastanum Seed Extract,가시칠엽수씨추출물,Aesculus Hippocastanum (Horse Chestnut) Seed Extract,피부컨디셔닝제(기타),
5028,Lysine,라이신,Lysine,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
5029,Potassium Chloride,포타슘클로라이드,Potassium Chloride,점증제-수용성,
5030,Sodium Chloride,소듐클로라이드,Sodium Chloride,"감미제, 점증제-수용성",
5031,,,,,
5032,Lavandula Angustifolia Extract,라벤더추출물,Lavandula Angustifolia (Lavender) Extract,피부컨디셔닝제(기타),
5033,Retinyl Palmitate,레티닐팔미테이트,Retinyl Palmitate,피부컨디셔닝제(기타),
5034,,,,,
5035,Octoxynol-9,옥톡시놀-9,Octoxynol-9,계면활성제-유화제,
5036,,,,,
5037,,,,,
5038,Malva Sylvestris Extract,당아욱추출물,Malva Sylvestris (Mallow) Extract,피부컨디셔닝제(기타),
5039,,,,,
5040,Niacin,나이아신,Niacin,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
5041,,,,,
5042,,,,,
5043,Glutathione,글루타티온,Glutathione,"착향제, 환원제",
5044,Rubus Idaeus Fruit,라즈베리,Rubus Idaeus (Raspberry) Fruit,"수렴제, 피부컨디셔닝제(기타)",
5045,,,,,
5046,Malva Sylvestris Extract,당아욱추출물,Malva Sylvestris (Mallow) Extract,피부컨디셔닝제(기타),
5047,Mangifera Indica Fruit Extract,망고추출물,Mangifera Indica (Mango) Fruit Extract,피부컨디셔닝제(기타),
5048,Actinidia Chinensis Fruit Extract,키위추출물,Actinidia Chinensis (Kiwi) Fruit Extract,피부컨디셔닝제(기타),
5049,PEG-150 Distearate,피이지-150다이스테아레이트,PEG-150 Distearate,"계면활성제(세정제), 계면활성제(용해보조제)",
5050,Hydrolyzed Soy Protein,하이드롤라이즈드콩단백질,Hydrolyzed Soy Protein,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
5051,Tryptophan,트립토판,Tryptophan,"향료, 모발컨디셔닝제",
5052,,,,,
5053,Magnesium sulfate,마그네슘설페이트,Magnesium Sulfate,벌킹제(증량제),
5054,Citrus Aurantium Dulcis Oil,오렌지오일,Citrus Aurantium Dulcis (Orange) Oil,향료,
