0,err,"Rejuva Minerals Foundation, Soft Tan",,,,,,,,,
1,err,"Rejuva Minerals Foundation, Soft Tan",,,,,,,,,
2,err,,,,,,,,,,
3,err,,,,,,,,,,
4,Propylene Glycol,PROPYLENE GLYCOL,,,,,,,,,
6,err,"Rejuva Minerals Foundation, Soft Tan",,,,,,,,,
7,err,,,,,,,,,,
8,err,"Rejuva Minerals Foundation, Soft Tan",,,,,,,,,
9,err,,,,,,,,,,
10,err,,,,,,,,,,
11,err,Cliganic Vitamin E Oil,URANG Vitamin Oil Serum,Biossance Squalane + Vitamin C Rose Oil,Biossance Squalane + Vitamin C Rose Mask,Rooted Beauty Brightening Vitamin C Serum,TOCOPHEROL,TOCOPHERYL ACETATE,PANTHENOL,ASCORBYL PALMITATE (VITAMIN C PALMITATE),RETINYL PALMITATE (VITAMIN A PALMITATE)
12,err,,,,,,,,,,
13,err,,,,,,,,,,
14,err,"Rejuva Minerals Foundation, Soft Tan",,,,,,,,,
15,err,,,,,,,,,,
16,err,,,,,,,,,,
17,err,PADIMATE O,,,,,,,,,
18,err,,,,,,,,,,
19,err,"Rejuva Minerals Foundation, Soft Tan",,,,,,,,,
